MUNICIPIO,CULTIVO,PERIODO,Area Sembrada (ha),Area Cosechada (ha),Produccion (t)
ventaquemada,papa-criolla,2011a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
labranzagrande,papa,2012a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
garagoa,papa,2012a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
ventaquemada,papa,2014b,[1240.6-1550.5],[0.8-280.71997],[42000.15-48000.098]
santa-sofia,papa,2012a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
saboya,papa-criolla,2016a,[620.8-930.69995],[560.63995-840.55994],[12000.4-18000.352]
san-miguel-de-sema,papa-criolla,2017a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
beteitiva,papa-criolla,2012a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
iza,papa,2013a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
somondoco,papa,2017a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tasco,papa,2013a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
chiquinquira,papa,2014b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
soraca,papa,2011a,[620.8-930.69995],[560.63995-840.55994],[12000.4-18000.352]
sativanorte,papa,2014a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
rondon,papa,2016b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
motavita,papa,2017a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
san-miguel-de-sema,papa,2016a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
buenavista,papa-criolla,2014a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
combita,papa,2013b,[310.9-620.8],[280.71997-560.63995],[6000.45-12000.4]
jenesano,papa,2012b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
mongua,papa,2013b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
chiscas,papa,2013a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
ventaquemada,papa,2012a,[1860.4-2170.3],[0.8-280.71997],[42000.15-48000.098]
labranzagrande,papa,2014b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
pachavita,papa,2013b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
sativasur,papa,2011a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
sora,papa,2012b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
guacamayas,papa,2016b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
pauna,papa,2017a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
ventaquemada,papa-criolla,2014a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tutaza,papa,2014a,[310.9-620.8],[280.71997-560.63995],[6000.45-12000.4]
siachoque,papa,2013b,[2790.0999-3100.0],[0.8-280.71997],[42000.15-48000.098]
duitama,papa-criolla,2016a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tinjaca,papa,2016b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
combita,papa,2017a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
caldas,papa,2011b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tasco,papa,2017a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
cuitiva,papa,2013a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
samaca,papa,2013a,[620.8-930.69995],[560.63995-840.55994],[12000.4-18000.352]
santa-rosa-de-viterbo,papa-criolla,2013a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
chiquiza,papa-criolla,2011b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
chiscas,papa,2016b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
jerico,papa,2012b,[1.0-310.9],[0.8-280.71997],[6000.45-12000.4]
aquitania,papa,2011a,[310.9-620.8],[280.71997-560.63995],[6000.45-12000.4]
guateque,papa,2012b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
santa-rosa-de-viterbo,papa-criolla,2013b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
la-uvita,papa,2014a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tuta,papa,2014a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
samaca,papa,2016b,[930.69995-1240.6],[0.8-280.71997],[12000.4-18000.352]
tunja,papa-criolla,2017a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
busbanza,papa,2011a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
san-miguel-de-sema,papa,2013b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
miraflores,papa,2016a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
nuevo-colon,papa,2014a,[1.0-310.9],[280.71997-560.63995],[0.5-6000.45]
turmeque,papa,2012a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
santa-rosa-de-viterbo,papa-criolla,2014b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tibana,papa,2016b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tinjaca,papa,2012a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
viracacha,papa,2016b,[310.9-620.8],[280.71997-560.63995],[6000.45-12000.4]
socha,papa-criolla,2013a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
chiquinquira,papa-criolla,2016a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
belen,papa,2012a,[620.8-930.69995],[840.55994-1120.48],[12000.4-18000.352]
cuitiva,papa-criolla,2014b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
nobsa,papa,2014b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
soata,papa,2011b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
ramiriqui,papa,2017a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
chiquinquira,papa,2017a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
la-uvita,papa,2016a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
chiquinquira,papa,2011a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
gachantiva,papa,2013b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
soata,papa,2017a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
viracacha,papa-criolla,2012b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
aquitania,papa-criolla,2016a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
oicata,papa,2014b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
santa-sofia,papa,2014a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
arcabuco,papa,2011b,[930.69995-1240.6],[0.8-280.71997],[18000.352-24000.3]
rondon,papa,2014b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
soata,papa,2013b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
umbita,papa,2014b,[620.8-930.69995],[840.55994-1120.48],[12000.4-18000.352]
garagoa,papa,2011b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tipacoque,papa,2014b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
cienega,papa,2013b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
sotaquira,papa,2011b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tunja,papa,2011a,[2790.0999-3100.0],[0.8-280.71997],[36000.2-42000.15]
corrales,papa,2011b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
soraca,papa,2016a,[310.9-620.8],[0.8-280.71997],[0.5-6000.45]
saboya,papa-criolla,2013a,[310.9-620.8],[280.71997-560.63995],[0.5-6000.45]
cucaita,papa,2014a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
chivor,papa,2016b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tuta,papa,2014b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
cerinza,papa,2016b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
viracacha,papa,2014a,[310.9-620.8],[280.71997-560.63995],[6000.45-12000.4]
cienega,papa,2014a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
sora,papa,2016a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
turmeque,papa,2013a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
samaca,papa,2012b,[310.9-620.8],[560.63995-840.55994],[12000.4-18000.352]
tasco,papa-criolla,2017a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
firavitoba,papa,2012b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
buenavista,papa,2014a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
sativasur,papa-criolla,2013a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
pauna,papa-criolla,2017a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
villa-de-leyva,papa,2016a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
soraca,papa-criolla,2016b,[310.9-620.8],[280.71997-560.63995],[6000.45-12000.4]
tasco,papa,2013b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
somondoco,papa,2014a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
cucaita,papa,2013b,[310.9-620.8],[280.71997-560.63995],[0.5-6000.45]
samaca,papa,2014b,[930.69995-1240.6],[0.8-280.71997],[12000.4-18000.352]
caldas,papa-criolla,2013b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
buenavista,papa,2012b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
saboya,papa,2012b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
busbanza,papa,2016a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
pachavita,papa,2014b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
paz-de-rio,papa,2012b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
rondon,papa,2016a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
firavitoba,papa,2016b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
sora,papa,2014b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
jenesano,papa,2013a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
corrales,papa,2013b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
beteitiva,papa,2014b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
guacamayas,papa,2014a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
sotaquira,papa,2011a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
pajarito,papa,2014a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tasco,papa-criolla,2016a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
sogamoso,papa,2017a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
chiquinquira,papa-criolla,2016b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
raquira,papa,2016b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
villa-de-leyva,papa,2017a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tuta,papa,2011b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tibana,papa,2012a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
ramiriqui,papa,2016b,[310.9-620.8],[280.71997-560.63995],[6000.45-12000.4]
beteitiva,papa-criolla,2014b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
saboya,papa,2012b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
motavita,papa,2014b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
siachoque,papa,2016b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
guateque,papa,2011a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tutaza,papa,2016a,[310.9-620.8],[280.71997-560.63995],[6000.45-12000.4]
almeida,papa,2013a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
socha,papa,2013a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
soraca,papa-criolla,2016a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
pesca,papa,2011a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
corrales,papa,2012a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
paz-de-rio,papa,2013a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
chita,papa,2013b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tibasosa,papa,2012b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
duitama,papa,2017a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
guacamayas,papa,2012a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
caldas,papa,2012a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
gameza,papa,2011a,[310.9-620.8],[280.71997-560.63995],[0.5-6000.45]
sogamoso,papa,2011b,[310.9-620.8],[280.71997-560.63995],[6000.45-12000.4]
samaca,papa,2016a,[620.8-930.69995],[560.63995-840.55994],[12000.4-18000.352]
panqueba,papa,2013b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
santa-rosa-de-viterbo,papa,2012b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tasco,papa-criolla,2012a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
soraca,papa,2011b,[620.8-930.69995],[560.63995-840.55994],[12000.4-18000.352]
sativasur,papa,2016a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
jerico,papa,2016b,[1.0-310.9],[280.71997-560.63995],[0.5-6000.45]
ramiriqui,papa-criolla,2016a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
saboya,papa-criolla,2013b,[310.9-620.8],[280.71997-560.63995],[0.5-6000.45]
mongui,papa,2014b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tibana,papa,2012b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
ramiriqui,papa,2014b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
cerinza,papa,2011b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
chiscas,papa-criolla,2014a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
duitama,papa-criolla,2014a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
pesca,papa,2013a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
gachantiva,papa,2011a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
pesca,papa,2016a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
toca,papa,2011b,[620.8-930.69995],[560.63995-840.55994],[0.5-6000.45]
corrales,papa,2016a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
sora,papa,2014a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
chiquiza,papa,2011b,[930.69995-1240.6],[840.55994-1120.48],[12000.4-18000.352]
chiquinquira,papa,2016b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
santa-sofia,papa,2011a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tinjaca,papa,2013a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
guican,papa,2011a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
almeida,papa,2011a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
santa-sofia,papa,2016a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
pesca,papa,2017a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tasco,papa,2011b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
saboya,papa-criolla,2014a,[310.9-620.8],[560.63995-840.55994],[6000.45-12000.4]
firavitoba,papa-criolla,2014b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
belen,papa,2012a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
siachoque,papa,2016a,[620.8-930.69995],[280.71997-560.63995],[6000.45-12000.4]
cucaita,papa,2017a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
susacon,papa,2014a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
aquitania,papa,2017a,[1.0-310.9],[0.8-280.71997],[6000.45-12000.4]
tutaza,papa,2011a,[930.69995-1240.6],[0.8-280.71997],[6000.45-12000.4]
corrales,papa,2014a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
caldas,papa-criolla,2014b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
ramiriqui,papa-criolla,2013a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
aquitania,papa,2016b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
chiquinquira,papa,2011b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
cienega,papa,2011b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
santa-rosa-de-viterbo,papa-criolla,2012a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
beteitiva,papa,2013b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
paipa,papa,2013a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
viracacha,papa,2011b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
paz-de-rio,papa,2011a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tota,papa,2011b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
jenesano,papa,2014b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
beteitiva,papa,2011b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
motavita,papa,2017a,[310.9-620.8],[280.71997-560.63995],[6000.45-12000.4]
duitama,papa-criolla,2011a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tinjaca,papa,2011b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
belen,papa-criolla,2017a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
motavita,papa,2013a,[310.9-620.8],[280.71997-560.63995],[6000.45-12000.4]
caldas,papa-criolla,2014a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
umbita,papa,2013a,[310.9-620.8],[280.71997-560.63995],[0.5-6000.45]
el-cocuy,papa,2017a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
soraca,papa-criolla,2017a,[310.9-620.8],[280.71997-560.63995],[0.5-6000.45]
caldas,papa-criolla,2012a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
chivata,papa,2012b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
la-uvita,papa,2016a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tibasosa,papa,2013b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tunja,papa,2014b,[620.8-930.69995],[840.55994-1120.48],[12000.4-18000.352]
socota,papa,2016a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
chita,papa,2013a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tibana,papa,2013a,[1.0-310.9],[0.8-280.71997],[6000.45-12000.4]
ramiriqui,papa,2014a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
topaga,papa,2017a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
jerico,papa,2011b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tutaza,papa,2016b,[310.9-620.8],[280.71997-560.63995],[6000.45-12000.4]
oicata,papa,2013b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
sutamarchan,papa,2013a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
santa-rosa-de-viterbo,papa-criolla,2016b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
cienega,papa,2016b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
ramiriqui,papa-criolla,2011b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
paipa,papa,2016a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
sativasur,papa,2013b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
nuevo-colon,papa,2017a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
almeida,papa,2014a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
siachoque,papa,2012b,[1860.4-2170.3],[0.8-280.71997],[18000.352-24000.3]
san-miguel-de-sema,papa,2014a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
el-cocuy,papa,2016a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
viracacha,papa,2012b,[310.9-620.8],[280.71997-560.63995],[0.5-6000.45]
mongua,papa,2016a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
santa-rosa-de-viterbo,papa,2014a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
floresta,papa,2014a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tasco,papa-criolla,2016b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
la-uvita,papa,2017a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tuta,papa,2016b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
sotaquira,papa,2012a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
chiscas,papa,2011a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
boyaca,papa,2014b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
el-cocuy,papa,2014b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
pajarito,papa,2012a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
nuevo-colon,papa,2016a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
susacon,papa,2011a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tuta,papa,2012a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
chiquiza,papa-criolla,2016b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
socha,papa,2016a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
siachoque,papa,2016a,[310.9-620.8],[280.71997-560.63995],[6000.45-12000.4]
tutaza,papa,2017a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
raquira,papa,2013b,[310.9-620.8],[560.63995-840.55994],[6000.45-12000.4]
tipacoque,papa,2016a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
saboya,papa,2016b,[1860.4-2170.3],[0.8-280.71997],[36000.2-42000.15]
nobsa,papa,2014a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tutaza,papa,2013b,[310.9-620.8],[280.71997-560.63995],[12000.4-18000.352]
nobsa,papa,2017a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
guateque,papa,2012a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
aquitania,papa,2013a,[310.9-620.8],[280.71997-560.63995],[6000.45-12000.4]
toca,papa,2016a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
ventaquemada,papa-criolla,2013a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
pauna,papa,2011a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
aquitania,papa,2014b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
gameza,papa,2013a,[310.9-620.8],[280.71997-560.63995],[0.5-6000.45]
turmeque,papa,2013b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
rondon,papa,2017a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
mongui,papa,2016a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
panqueba,papa,2012a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
toca,papa,2012a,[930.69995-1240.6],[0.8-280.71997],[6000.45-12000.4]
gameza,papa,2013b,[310.9-620.8],[280.71997-560.63995],[0.5-6000.45]
sotaquira,papa,2017a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
el-espino,papa,2016a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
soata,papa,2013a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
oicata,papa,2016b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
saboya,papa,2014b,[1240.6-1550.5],[0.8-280.71997],[24000.3-30000.25]
sora,papa,2013b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
mongui,papa,2014a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
sotaquira,papa,2016a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
boyaca,papa,2014a,[1.0-310.9],[0.8-280.71997],[6000.45-12000.4]
viracacha,papa-criolla,2016a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
chivata,papa,2011a,[310.9-620.8],[280.71997-560.63995],[0.5-6000.45]
tasco,papa,2016a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
saboya,papa,2014a,[1240.6-1550.5],[0.8-280.71997],[24000.3-30000.25]
duitama,papa,2014b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tota,papa,2016a,[310.9-620.8],[280.71997-560.63995],[6000.45-12000.4]
cerinza,papa,2013a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tunja,papa-criolla,2016a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
sotaquira,papa,2012a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
jerico,papa,2017a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
cienega,papa,2013a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
santa-rosa-de-viterbo,papa,2011a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
turmeque,papa,2017a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
paz-de-rio,papa,2017a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
somondoco,papa,2011b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tibana,papa,2014a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
cerinza,papa,2013b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
ramiriqui,papa-criolla,2014b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
el-espino,papa,2013a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
buenavista,papa,2012a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
chiscas,papa-criolla,2013a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tibasosa,papa,2016b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
motavita,papa,2016b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
saboya,papa-criolla,2014b,[310.9-620.8],[560.63995-840.55994],[6000.45-12000.4]
chita,papa,2012b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
sativasur,papa,2016b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
san-miguel-de-sema,papa,2012a,[1.0-310.9],[0.8-280.71997],[6000.45-12000.4]
duitama,papa-criolla,2014b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
firavitoba,papa,2013a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
gameza,papa,2011b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
aquitania,papa,2014a,[310.9-620.8],[280.71997-560.63995],[6000.45-12000.4]
tota,papa,2014a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
garagoa,papa,2011a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
belen,papa-criolla,2013b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
topaga,papa,2012a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
raquira,papa,2011a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
beteitiva,papa-criolla,2014a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
cerinza,papa,2012b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
cucaita,papa,2014a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tota,papa,2014b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
viracacha,papa,2012a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
